A,0,0,691
A,0,1,831
A,0,2,840
A,0,3,100
A,0,4,488
A,0,5,302
A,0,6,239
A,0,7,807
A,0,8,862
A,0,9,182
A,0,10,952
A,0,11,995
A,0,12,243
A,0,13,576
A,0,14,137
A,0,15,151
A,0,16,758
A,0,17,596
A,0,18,537
A,0,19,654
A,0,20,15
A,0,21,940
A,0,22,887
A,0,23,624
A,0,24,991
A,0,25,851
A,0,26,54
A,0,27,38
A,0,28,370
A,0,29,261
A,0,30,765
A,0,31,449
A,0,32,1
A,0,33,320
A,0,34,169
A,0,35,155
A,0,36,109
A,0,37,990
A,0,38,916
A,0,39,407
A,0,40,962
A,0,41,972
A,0,42,340
A,0,43,855
A,0,44,537
A,0,45,176
A,0,46,78
A,0,47,373
A,0,48,448
A,0,49,422
A,0,50,248
A,0,51,244
A,0,52,21
A,0,53,698
A,0,54,456
A,0,55,343
A,0,56,160
A,0,57,98
A,0,58,631
A,0,59,880
A,0,60,489
A,0,61,199
A,0,62,185
A,0,63,646
A,0,64,368
A,0,65,19
A,0,66,129
A,0,67,219
A,0,68,76
A,0,69,142
A,0,70,18
A,0,71,360
A,0,72,247
A,0,73,455
A,0,74,91
A,0,75,487
A,0,76,723
A,0,77,75
A,0,78,314
A,0,79,101
A,0,80,5
A,0,81,423
A,0,82,924
A,0,83,193
A,0,84,327
A,0,85,167
A,0,86,746
A,0,87,875
A,0,88,233
A,0,89,436
A,0,90,609
A,0,91,790
A,0,92,442
A,0,93,814
A,0,94,179
A,0,95,109
A,0,96,388
A,0,97,961
A,0,98,249
A,0,99,179
A,1,0,375
A,1,1,762
A,1,2,234
A,1,3,461
A,1,4,9
A,1,5,34
A,1,6,684
A,1,7,895
A,1,8,417
A,1,9,780
A,1,10,969
A,1,11,578
A,1,12,887
A,1,13,412
A,1,14,884
A,1,15,946
A,1,16,843
A,1,17,217
A,1,18,982
A,1,19,244
A,1,20,369
A,1,21,670
A,1,22,710
A,1,23,389
A,1,24,946
A,1,25,829
A,1,26,901
A,1,27,626
A,1,28,480
A,1,29,403
A,1,30,433
A,1,31,363
A,1,32,479
A,1,33,25
A,1,34,823
A,1,35,713
A,1,36,315
A,1,37,809
A,1,38,646
A,1,39,74
A,1,40,364
A,1,41,686
A,1,42,653
A,1,43,414
A,1,44,542
A,1,45,378
A,1,46,506
A,1,47,596
A,1,48,802
A,1,49,695
A,1,50,126
A,1,51,396
A,1,52,103
A,1,53,722
A,1,54,785
A,1,55,287
A,1,56,974
A,1,57,930
A,1,58,963
A,1,59,502
A,1,60,221
A,1,61,84
A,1,62,167
A,1,63,803
A,1,64,317
A,1,65,358
A,1,66,108
A,1,67,94
A,1,68,890
A,1,69,268
A,1,70,724
A,1,71,468
A,1,72,120
A,1,73,559
A,1,74,470
A,1,75,834
A,1,76,664
A,1,77,872
A,1,78,448
A,1,79,560
A,1,80,210
A,1,81,17
A,1,82,984
A,1,83,271
A,1,84,609
A,1,85,224
A,1,86,858
A,1,87,82
A,1,88,618
A,1,89,337
A,1,90,904
A,1,91,367
A,1,92,116
A,1,93,737
A,1,94,301
A,1,95,73
A,1,96,679
A,1,97,581
A,1,98,418
A,1,99,732
A,2,0,99
A,2,1,438
A,2,2,651
A,2,3,658
A,2,4,142
A,2,5,807
A,2,6,221
A,2,7,808
A,2,8,95
A,2,9,855
A,2,10,557
A,2,11,605
A,2,12,594
A,2,13,783
A,2,14,42
A,2,15,566
A,2,16,7
A,2,17,584
A,2,18,661
A,2,19,50
A,2,20,529
A,2,21,769
A,2,22,345
A,2,23,790
A,2,24,566
A,2,25,402
A,2,26,153
A,2,27,13
A,2,28,169
A,2,29,870
A,2,30,751
A,2,31,521
A,2,32,803
A,2,33,161
A,2,34,79
A,2,35,27
A,2,36,652
A,2,37,146
A,2,38,758
A,2,39,5
A,2,40,817
A,2,41,840
A,2,42,694
A,2,43,186
A,2,44,660
A,2,45,288
A,2,46,558
A,2,47,236
A,2,48,26
A,2,49,38
A,2,50,494
A,2,51,179
A,2,52,611
A,2,53,844
A,2,54,321
A,2,55,449
A,2,56,921
A,2,57,374
A,2,58,562
A,2,59,499
A,2,60,676
A,2,61,672
A,2,62,331
A,2,63,908
A,2,64,418
A,2,65,177
A,2,66,776
A,2,67,986
A,2,68,351
A,2,69,304
A,2,70,649
A,2,71,884
A,2,72,218
A,2,73,473
A,2,74,171
A,2,75,454
A,2,76,806
A,2,77,416
A,2,78,806
A,2,79,887
A,2,80,330
A,2,81,504
A,2,82,38
A,2,83,123
A,2,84,903
A,2,85,197
A,2,86,487
A,2,87,973
A,2,88,222
A,2,89,250
A,2,90,554
A,2,91,828
A,2,92,342
A,2,93,804
A,2,94,154
A,2,95,992
A,2,96,631
A,2,97,406
A,2,98,827
A,2,99,412
A,3,0,358
A,3,1,322
A,3,2,213
A,3,3,328
A,3,4,673
A,3,5,398
A,3,6,438
A,3,7,594
A,3,8,369
A,3,9,663
A,3,10,183
A,3,11,324
A,3,12,376
A,3,13,83
A,3,14,138
A,3,15,26
A,3,16,191
A,3,17,745
A,3,18,526
A,3,19,678
A,3,20,92
A,3,21,554
A,3,22,912
A,3,23,562
A,3,24,61
A,3,25,335
A,3,26,656
A,3,27,199
A,3,28,640
A,3,29,103
A,3,30,366
A,3,31,185
A,3,32,545
A,3,33,627
A,3,34,331
A,3,35,269
A,3,36,220
A,3,37,656
A,3,38,912
A,3,39,711
A,3,40,777
A,3,41,999
A,3,42,30
A,3,43,131
A,3,44,531
A,3,45,143
A,3,46,743
A,3,47,248
A,3,48,177
A,3,49,906
A,3,50,398
A,3,51,839
A,3,52,319
A,3,53,408
A,3,54,713
A,3,55,543
A,3,56,511
A,3,57,724
A,3,58,422
A,3,59,198
A,3,60,872
A,3,61,256
A,3,62,916
A,3,63,614
A,3,64,688
A,3,65,11
A,3,66,565
A,3,67,71
A,3,68,564
A,3,69,474
A,3,70,740
A,3,71,239
A,3,72,730
A,3,73,796
A,3,74,483
A,3,75,428
A,3,76,683
A,3,77,48
A,3,78,64
A,3,79,547
A,3,80,839
A,3,81,318
A,3,82,301
A,3,83,448
A,3,84,30
A,3,85,548
A,3,86,936
A,3,87,83
A,3,88,537
A,3,89,352
A,3,90,425
A,3,91,682
A,3,92,84
A,3,93,475
A,3,94,936
A,3,95,212
A,3,96,501
A,3,97,553
A,3,98,804
A,3,99,696
A,4,0,572
A,4,1,30
A,4,2,382
A,4,3,797
A,4,4,311
A,4,5,982
A,4,6,528
A,4,7,465
A,4,8,775
A,4,9,844
A,4,10,309
A,4,11,492
A,4,12,886
A,4,13,258
A,4,14,89
A,4,15,307
A,4,16,648
A,4,17,204
A,4,18,193
A,4,19,380
A,4,20,39
A,4,21,646
A,4,22,724
A,4,23,213
A,4,24,853
A,4,25,100
A,4,26,499
A,4,27,991
A,4,28,885
A,4,29,438
A,4,30,833
