A,0,0,18
A,0,1,180
A,0,2,321
A,0,3,585
A,0,4,81
A,0,5,726
A,0,6,569
A,0,7,325
A,0,8,366
A,0,9,539
A,0,10,905
A,0,11,457
A,0,12,469
A,0,13,2
A,0,14,984
A,0,15,386
A,0,16,360
A,0,17,515
A,0,18,587
A,0,19,741
A,0,20,902
A,0,21,501
A,0,22,825
A,0,23,766
A,0,24,233
A,0,25,666
A,0,26,666
A,0,27,880
A,0,28,393
A,0,29,211
A,0,30,877
A,0,31,951
A,0,32,147
A,0,33,895
A,0,34,431
A,0,35,525
A,0,36,788
A,0,37,766
A,0,38,938
A,0,39,593
A,0,40,405
A,0,41,607
A,0,42,891
A,0,43,437
A,0,44,353
A,0,45,927
A,0,46,165
A,0,47,654
A,0,48,383
A,0,49,349
A,0,50,469
A,0,51,462
A,0,52,602
A,0,53,241
A,0,54,681
A,0,55,594
A,0,56,37
A,0,57,904
A,0,58,178
A,0,59,108
A,0,60,721
A,0,61,714
A,0,62,696
A,0,63,750
A,0,64,466
A,0,65,662
A,0,66,752
A,0,67,947
A,0,68,419
A,0,69,706
A,0,70,436
A,0,71,527
A,0,72,795
A,0,73,973
A,0,74,404
A,0,75,711
A,0,76,530
A,0,77,926
A,0,78,441
A,0,79,21
A,0,80,772
A,0,81,332
A,0,82,339
A,0,83,549
A,0,84,169
A,0,85,521
A,0,86,128
A,0,87,837
A,0,88,726
A,0,89,282
A,0,90,578
A,0,91,899
A,0,92,891
A,0,93,914
A,0,94,764
A,0,95,35
A,0,96,540
A,0,97,804
A,0,98,295
A,0,99,583
A,1,0,150
A,1,1,729
A,1,2,45
A,1,3,197
A,1,4,282
A,1,5,188
A,1,6,796
A,1,7,647
A,1,8,629
A,1,9,473
A,1,10,680
A,1,11,533
A,1,12,451
A,1,13,318
A,1,14,534
A,1,15,673
A,1,16,318
A,1,17,58
A,1,18,94
A,1,19,373
A,1,20,660
A,1,21,367
A,1,22,255
A,1,23,962
A,1,24,87
A,1,25,510
A,1,26,844
A,1,27,673
A,1,28,769
A,1,29,740
A,1,30,609
A,1,31,689
A,1,32,212
A,1,33,598
A,1,34,419
A,1,35,902
A,1,36,568
A,1,37,147
A,1,38,258
A,1,39,490
A,1,40,273
A,1,41,842
A,1,42,460
A,1,43,817
A,1,44,265
A,1,45,796
A,1,46,300
A,1,47,513
A,1,48,366
A,1,49,995
A,1,50,536
A,1,51,281
A,1,52,553
A,1,53,226
A,1,54,719
A,1,55,160
A,1,56,769
A,1,57,169
A,1,58,375
A,1,59,559
A,1,60,256
A,1,61,726
A,1,62,280
A,1,63,576
A,1,64,525
A,1,65,879
A,1,66,682
A,1,67,653
A,1,68,714
A,1,69,857
A,1,70,513
A,1,71,15
A,1,72,7
A,1,73,825
A,1,74,847
A,1,75,499
A,1,76,944
A,1,77,205
A,1,78,548
A,1,79,385
A,1,80,109
A,1,81,142
A,1,82,153
A,1,83,739
A,1,84,485
A,1,85,858
A,1,86,704
A,1,87,112
A,1,88,230
A,1,89,8
A,1,90,741
A,1,91,180
A,1,92,268
A,1,93,63
A,1,94,958
